Brand;Movement;Case material;Bracelet material;Year of production;Condition;Scope of delivery;Gender;Price;Availability;Shape;Face Area;Water resistance;Crystal;Dial;Bracelet color;Clasp;Watches Sold by the Seller;Active listing of the seller;Fast Shipper;Trusted Seller;Punctuality;Seller Reviews
Charriol;Quartz;Steel;Steel;;New;No original box, no original papers;Women's watch;478.0;Item is in stock;Circular;245.3125;3.0;Sapphire crystal;Black;Silver;;1420.0;1844.0;1;0;1;876.0
Jaermann & Stübi;Automatic;Steel;Leather;2010.0;Used (Very good);Original box, original papers;Men's watch/Unisex;3187.0;Item is in stock;Circular;725.7325000000001;;Sapphire crystal;Silver;Black;;;;0;0;0;
Chopard;Automatic;Rose gold;Alligator skin;;Used (Very good);Original box, no original papers;Men's watch/Unisex;10950.0;Item is in stock;Rectangular;1480.0;5.0;Sapphire crystal;Silver;Black;Buckle;3087.0;1595.0;0;1;1;2339.0
Tonino Lamborghini;Quartz;Steel;Leather;;New;Original box, original papers;;1394.0;Item is in stock;Circular;770.2773249999999;10.0;Sapphire crystal;Black;;Fold clasp;598.0;292.0;1;1;1;366.0
Bulova;Automatic;Steel;;2017.0;Used (Very good);Original box, no original papers;Men's watch/Unisex;350.0;Item is in stock;Circular;692.37;3.0;;;;;;;0;0;0;
Vacheron Constantin;Manual winding;Rose gold;Crocodile skin;2011.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;29750.0;Item is in stock;Circular;628.0;3.0;Sapphire crystal;Silver;Brown;Buckle;29.0;72.0;1;1;1;24.0
Van Cleef & Arpels;Manual winding;Platinum;Crocodile skin;;Used (Very good);Original box, original papers;Men's watch/Unisex;28723.0;Item needs to be procured;Circular;692.37;;;;;Buckle;442.0;2416.0;0;1;1;323.0
;;;;;;;;;;;;;;;;;;;0;0;0;
Movado;Quartz;Steel;Steel;2018.0;New;Original box, no original papers;;716.0;Item is in stock;Circular;401.92;3.0;;;;;269.0;227.0;1;1;1;160.0
Hamilton;Automatic;Steel;Leather;2024.0;New;Original box, original papers;Men's watch/Unisex;740.0;Item is in stock;Circular;692.37;10.0;Sapphire crystal;Green;Brown;Buckle;1177.0;322.0;1;1;1;671.0
Piaget;Quartz;Yellow gold;Yellow gold;;Used (Good);No original box, no original papers;Women's watch;6400.0;Item is in stock;Circular;207.63250000000002;;Sapphire crystal;Champagne;Gold;Jewelry clasp;27.0;44.0;0;1;1;15.0
Vostok;Manual winding;;Leather;2024.0;New;Original box, original papers;Men's watch/Unisex;140.0;Item is in stock;Circular;566.77;3.0;Mineral Glass;Blue;Black;;2054.0;480.0;1;1;1;1420.0
Versace;Quartz;Steel;Steel;2020.0;Like new & unworn;Original box, original papers;Women's watch;867.0;Item is in stock;Circular;628.0;3.0;Sapphire crystal;;Steel;Fold clasp, hidden;;;0;0;0;
Franck Muller;Automatic;Rose gold;Alligator skin;2024.0;Like new & unworn;Original box, no original papers;Men's watch/Unisex;10900.0;Item is in stock;;;3.0;;;;Buckle;284.0;253.0;1;1;1;212.0
Poljot;Manual winding;Steel;Leather;2018.0;New;Original box, original papers;Men's watch/Unisex;292.0;Item is in stock;Circular;759.88;10.0;Mineral Glass;Black;Bronze;Fold clasp;2054.0;480.0;1;1;1;1420.0
JeanRichard;Automatic;Steel;Steel;;Used (Very good);Original box, original papers;Men's watch/Unisex;2147.0;Item is in stock;Circular;830.5300000000001;30.0;Sapphire crystal;Blue;;Fold clasp;669.0;512.0;0;1;1;448.0
Fossil;Quartz;Steel;Gold/Steel;2022.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;736.0;Item is in stock;Circular;981.25;;;Silver;Silver;;;;0;0;0;
Swiss Military;Quartz;Steel;Leather;;Used (Good);No original box, no original papers;;275.0;Item is in stock;Circular;725.7325000000001;;;;;;2047.0;2295.0;1;1;1;1430.0
Tommy Hilfiger;Quartz;Brass;Leather;2016.0;Like new & unworn;No original box, no original papers;Men's watch/Unisex;195.0;Item is in stock;Circular;759.88;;;Silver (solid);Brown;Buckle;;;0;0;0;
Laco;Automatic;Steel;Textile;2021.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;1063.0;Item is in stock;Circular;692.37;5.0;Sapphire crystal;Blue;Grey;Buckle;250.0;137.0;1;1;1;219.0
CWC;;Steel;Textile;1979.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;1302.0;Item is in stock;Rectangular;1517.0;;Plexiglass;Black;Grey;;;;0;0;0;
Zeno-Watch Basel;Automatic;Steel;Leather;2003.0;Used (Good);Original box, original papers;Men's watch/Unisex;1105.0;Item is in stock;Circular;867.0325;3.0;Mineral Glass;Black;Black;Buckle;263.0;71.0;1;1;1;183.0
Pulsar;Quartz;Steel;Leather;;Used (Very good);No original box, no original papers;Men's watch/Unisex;172.0;Item is in stock;Circular;759.88;10.0;Mineral Glass;Black;;;298.0;114.0;1;1;1;193.0
Pro-Hunter;Automatic;Steel;Steel;2015.0;New;Original box, original papers;Men's watch/Unisex;48367.0;Item is in stock;Circular;628.0;10.0;Sapphire crystal;Black;Black;Fold clasp;308.0;58.0;0;1;1;247.0
Dewitt;Automatic;Titanium;;;Used (Good);Original box, original papers;;4073.0;Item needs to be procured;Circular;725.7325000000001;;;Black;Black;;1111.0;203.0;0;1;1;856.0
Franck Muller;Automatic;White gold;White gold;;;Original box, original papers;;23500.0;Item is in stock;Circular;265.33;;;;;;133.0;405.0;1;1;1;99.0
Nivada;Automatic;Steel;Steel;;New;Original box, original papers;Men's watch/Unisex;1432.0;Item needs to be procured;Circular;566.77;20.0;Sapphire crystal;Black;Grey;;3109.0;738.0;0;1;1;2199.0
A. Lange & Söhne;;Platinum;Crocodile skin;2019.0;Used (Very good);Original box, original papers;Men's watch/Unisex;80000.0;Item is in stock;Circular;659.7925;3.0;Sapphire crystal;Black;Black;Fold clasp;;;0;0;0;
Paul Picot;Automatic;Gold/Steel;Steel;2023.0;New;Original box, original papers;Men's watch/Unisex;9327.0;Item is in stock;Circular;725.7325000000001;20.0;Sapphire crystal;Black;Blue;Buckle;72.0;142.0;1;1;1;73.0
RSW;Automatic;;Leather;2024.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;976.0;Item is in stock;Circular;759.88;;;Black;Black;;;;0;0;0;
U-Boat;Automatic;Steel;Steel;2023.0;New;Original box, original papers;Men's watch/Unisex;3250.0;Item is in stock;Circular;830.5300000000001;30.0;Sapphire crystal;Black;Silver;Fold clasp;73.0;45.0;0;0;1;53.0
Panerai;Manual winding;Steel;Rubber;2006.0;Used (Very good);Original box, original papers;Men's watch/Unisex;5100.0;Item is in stock;Circular;759.88;30.0;Sapphire crystal;Black;Black;Buckle;284.0;377.0;0;1;1;199.0
Laco;Automatic;Steel;Rubber;2014.0;Used (Very good);Original box, original papers;Men's watch/Unisex;982.0;Item is in stock;Circular;830.5300000000001;20.0;Sapphire crystal;Black;Black;;326.0;36.0;1;1;1;272.0
Ernest Borel;Automatic;Steel;Steel;2023.0;New;Original papers, no original box;Men's watch/Unisex;2200.0;Item is in stock;Circular;692.37;5.0;Sapphire crystal;Black;Steel;;313.0;357.0;0;1;1;257.0
Waltham;Manual winding;Yellow gold;;1899.0;Used (Very good);No original box, no original papers;;1714.0;Item is in stock;Circular;480.8125;;Plexiglass;;;;26.0;25.0;0;1;1;21.0
Luminox;Quartz;Steel;Steel;2024.0;Used (Very good);Original box, original papers;Men's watch/Unisex;477.0;Item is in stock;Circular;596.9925000000001;20.0;Sapphire crystal;Mother of pearl;Steel;;;;0;0;0;
Ming;Automatic;Steel;Leather;2019.0;Used (Very good);Original box, original papers;Men's watch/Unisex;3361.0;Item is in stock;Circular;566.77;;Sapphire crystal;Blue;Black;Buckle;;;0;0;0;
Alain Silberstein;Automatic;Steel;;;Used (Good);No original box, no original papers;;3936.0;Item needs to be procured;Circular;596.9925000000001;;;Silver;Silver;;1111.0;203.0;0;1;1;856.0
Juvenia;Manual winding;Gold-plated;Yellow gold;1972.0;Used (Very good);Original box, original papers;Women's watch;5314.0;Item is in stock;Circular;245.3125;;;Champagne;Gold;;;;0;0;0;
Jules Jürgensen;Manual winding;Yellow gold;;1881.0;Used (Good);Original papers, no original box;Men's watch/Unisex;11713.0;Item is in stock;Circular;1187.3125;;Glass;White;;;65.0;21.0;0;1;1;57.0
Maserati;Quartz;Steel;Steel;;Like new & unworn;Original box, original papers;Men's watch/Unisex;285.0;Item is in stock;Circular;794.8125;10.0;Sapphire crystal;White;Gold;Double-fold clasp;14642.0;5519.0;1;1;1;7437.0
Century;Quartz;Steel;Steel;;Used (Good);Original box, original papers;Women's watch;604.0;Item is in stock;Circular;401.92;;;Brown;;;17878.0;12098.0;1;1;1;12542.0
Anonimo;Automatic;Bronze;Leather;2019.0;Used (Very good);Original box, original papers;Men's watch/Unisex;1627.0;Item is in stock;Rectangular;630.75;;Sapphire crystal;Black;Black;Buckle;;;0;0;0;
Dugena;Manual winding;Silver;Silver;;Used (Good);No original box, no original papers;;229.0;Item is in stock;Circular;157.0;;;;Silver;;2047.0;2295.0;1;1;1;1430.0
Titus;Automatic;Steel;Leather;1960.0;Used (Good);No original box, no original papers;Men's watch/Unisex;7642.0;Item is in stock;;;;;;;;16.0;20.0;0;1;1;7.0
H.Moser & Cie.;Automatic;Steel;Leather;2022.0;Used (Good);Original box, original papers;Men's watch/Unisex;21149.0;Item is in stock;Circular;628.0;3.0;Sapphire crystal;Black;Black;Buckle;889.0;232.0;0;1;1;708.0
Timex;;;;2024.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;185.0;Item is in stock;;;;;Black;;;;;0;0;0;
Fendi;Quartz;Steel;Steel;;New;Original box, original papers;Women's watch;935.0;Item is in stock;Circular;141.6925;;;Blue;Steel;;445.0;497.0;1;0;1;218.0
Favre-Leuba;Manual winding;Steel;Steel;1960.0;New;Original box, original papers;Men's watch/Unisex;15900.0;Item is in stock;Rectangular;1840.0;;Plexiglass;Black;Silver;Fold clasp;2.0;22.0;0;0;1;
Rado;Automatic;Ceramic;Leather;2022.0;Used (Very good);Original box, original papers;Men's watch/Unisex;2033.0;Item is in stock;Circular;692.37;20.0;Sapphire crystal;Grey;;;579.0;111.0;1;1;1;495.0
Baume & Mercier;Automatic;Steel;;;New;Original box, no original papers;;1499.0;Item is in stock;Circular;692.37;5.0;Sapphire crystal;Grey;Blue;Buckle;1103.0;402.0;1;1;1;659.0
Edox;;Yellow gold;Leather;1985.0;Used (Good);No original box, no original papers;Men's watch/Unisex;510.0;Item is in stock;Circular;427.4325;;;White;Black;Buckle;3000.0;9676.0;1;1;1;2052.0
Montblanc;Automatic;Steel;Steel;2023.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;2006.0;Item is in stock;Circular;401.92;3.0;Sapphire crystal;Silver;Steel;Double-fold clasp;230.0;73.0;1;1;1;202.0
Porsche Design;Automatic;Titanium;Titanium;;Used (Very good);Original box, original papers;Men's watch/Unisex;3479.0;Item is in stock;Circular;692.37;5.0;Sapphire crystal;Black;;Fold clasp;2482.0;680.0;1;1;1;1601.0
;;;;;;;;;;;;;;;;;;;0;0;0;
Tissot;Automatic;Steel;Rubber;2023.0;New;Original box, original papers;Men's watch/Unisex;825.0;Item is in stock;Circular;659.7925;30.0;Sapphire crystal;Black;Yellow;Buckle;2264.0;438.0;1;1;1;1331.0
Jaquet-Droz;;;;;Used (Very good);No original box, no original papers;Women's watch;14700.0;Item needs to be procured;Circular;596.9925000000001;3.0;Sapphire crystal;;;Buckle;778.0;990.0;1;1;1;524.0
Fossil;Quartz;Steel;Leather;2017.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;103.0;Item is in stock;Rectangular;1440.0;;;Blue;Brown;;;;0;0;0;
Aerowatch;Manual winding;Rose gold;Crocodile skin;;Like new & unworn;Original box, original papers;Men's watch/Unisex;10788.0;Item is in stock;Circular;596.9925000000001;3.0;;White;Black;Buckle;112.0;77.0;1;1;1;81.0
Doxa;Manual winding;Steel;;1968.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;180.0;Item is in stock;Circular;480.8125;;;;;;;;0;0;0;
Zeppelin;;;;;New;Original box, original papers;;472.0;Item is in stock;;;;;;;;144.0;229.0;1;0;1;115.0
Raymond Weil;Quartz;Steel;Steel;;Like new & unworn;Original box, original papers;Men's watch/Unisex;540.0;Item is in stock;;;;;White;;;219.0;177.0;1;1;1;144.0
Swatch;Quartz;;;;New;Original box, original papers;Men's watch/Unisex;399.0;Item is in stock;;;;;;Grey;;14.0;220.0;1;1;1;
Breitling;Quartz;Plastic;Rubber;2023.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;2550.0;Item is in stock;Circular;759.88;10.0;Sapphire crystal;Black;Yellow;Buckle;32.0;77.0;1;1;1;15.0
Grovana;Quartz;Steel;Steel;2018.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;85.0;Item is in stock;Rectangular;342.0;5.0;Sapphire crystal;Black;Silver;Fold clasp;;;0;0;0;
Maurice Lacroix;Automatic;Steel;Steel;;New;Original box, original papers;Men's watch/Unisex;1168.0;Item is in stock;Circular;692.37;;;Green;;;7844.0;1100.0;0;1;1;5612.0
De Grisogono;Automatic;White gold;;2010.0;Used (Very good);No original box, no original papers;Women's watch;9100.0;Item is in stock;Circular;286.1325;;Sapphire crystal;;;Double-fold clasp;467.0;292.0;1;1;1;305.0
Festina;Quartz;Steel;Steel;2016.0;Used (Fair);Original box, no original papers;Men's watch/Unisex;226.0;Item is in stock;Circular;794.8125;10.0;Mineral Glass;;Black;Buckle;;;0;0;0;
Fortis;Manual winding;Gold/Steel;Textile;1955.0;Used (Fair);No original box, no original papers;Men's watch/Unisex;187.0;Item is in stock;Circular;508.68;;;Silver;Green;;;;0;0;0;
Parmigiani Fleurier;Automatic;Steel;;2024.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;6900.0;Item is in stock;;;;;;;;284.0;253.0;1;1;1;212.0
Hamilton;Automatic;Titanium;Rubber;2024.0;New;Original box, original papers;Men's watch/Unisex;1720.0;Item is in stock;Circular;830.5300000000001;100.0;Sapphire crystal;Black;Black;Buckle;5.0;42.0;1;0;1;5.0
Swiss Military;Quartz;Steel;Calf skin;;Like new & unworn;Original box, original papers;Men's watch/Unisex;433.0;Item is in stock;Circular;725.7325000000001;10.0;Sapphire crystal;Champagne;Brown;Buckle;14642.0;5519.0;1;1;1;7437.0
;;;;;;;;;;;;;;;;;;;0;0;0;
Movado;Manual winding;Gold/Steel;Leather;1950.0;Used (Good);No original box, no original papers;Men's watch/Unisex;4995.0;Item is in stock;Circular;480.8125;;;White;;;;;0;0;0;
Casio;Quartz;Plastic;Rubber;2024.0;New;Original box, original papers;Women's watch;140.0;Item is in stock;Circular;826.922925;20.0;Mineral Glass;Black;Black;Buckle;1425.0;1838.0;1;0;1;879.0
Zodiac;Manual winding;Gold-plated;;1950.0;Used (Good);No original box, no original papers;Men's watch/Unisex;1322.0;Item is in stock;Circular;427.4325;;;White;;;;;0;0;0;
Christopher Ward;Automatic;Steel;Steel;2022.0;Used (Very good);Original box, original papers;Men's watch/Unisex;1573.0;Item is in stock;Rectangular;1660.6000000000001;15.0;Sapphire crystal;Black;Steel;Double-fold clasp;;;0;0;0;
Universal Genève;Automatic;Steel;Steel;1960.0;Used (Good);No original box, no original papers;Men's watch/Unisex;2860.0;Item is in stock;Circular;467.173125;;Plexiglass;Black;Black;Buckle;187.0;25.0;1;1;1;126.0
Luminox;Quartz;;Rubber;;New;Original box, no original papers;;299.0;Item is in stock;Circular;794.8125;20.0;Mineral Glass;Blue;Black;Buckle;1103.0;402.0;1;1;1;659.0
Pequignet;Automatic;Steel;Crocodile skin;;New;Original box, original papers;Men's watch/Unisex;8676.0;Item available on request;Circular;692.37;5.0;Sapphire crystal;;;Fold clasp;566.0;993.0;1;1;1;448.0
Chanel;Automatic;Ceramic;Ceramic;2023.0;New;Original box, original papers;Men's watch/Unisex;7590.0;Item is in stock;Circular;566.77;20.0;Sapphire crystal;Black;Black;Fold clasp;178.0;1724.0;1;1;1;135.0
Clerc;Automatic;Steel;;;Used (Fair);No original box, no original papers;Men's watch/Unisex;2711.0;Item is in stock;;;;;Black;Beige;Buckle;89.0;83.0;1;1;1;84.0
Jaeger-LeCoultre;Automatic;Steel;Leather;2015.0;Used (Very good);Original box, original papers;;10795.0;Item is in stock;Rectangular;2016.0;5.0;Sapphire crystal;Blue;Black;Double-fold clasp;1118.0;1517.0;1;1;1;774.0
Seiko;Automatic;Steel;Leather;2022.0;Used (Very good);Original box, original papers;Men's watch/Unisex;1900.0;Item is in stock;Rectangular;637.5;;;Blue;Black;Fold clasp;;;0;0;0;
Festina;Quartz;Steel;Steel;;New;Original box, original papers;Women's watch;162.0;Item is in stock;Circular;628.0;10.0;Mineral Glass;Green;Silver;Fold clasp;1610.0;961.0;1;1;1;1189.0
Sinn;Automatic;Steel;Steel;2012.0;Used (Good);Original box, original papers;Men's watch/Unisex;2006.0;Item is in stock;Circular;581.783125;;;Black;Steel;;920.0;54.0;1;1;1;745.0
Michel Herbelin;Automatic;Steel;Steel;;New;Original box, original papers;Men's watch/Unisex;921.0;Item is in stock;Circular;659.7925;10.0;Sapphire crystal;Green;Silver;Fold clasp;2330.0;2501.0;0;1;1;1745.0
Fortis;Automatic;Steel;Leather;1970.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;3516.0;Item is in stock;Circular;692.37;;Plexiglass;;Black;Buckle;203.0;462.0;1;1;1;153.0
Zeno-Watch Basel;Automatic;Steel;Rubber;;Like new & unworn;Original box, no original papers;Men's watch/Unisex;1422.0;Item is in stock;;;30.0;Sapphire crystal;Black;Black;Buckle;1369.0;880.0;1;0;1;939.0
Breguet;;Titanium;Rubber;;Used (Very good);Original box, original papers;;15500.0;Item is in stock;Circular;628.0;;Sapphire crystal;Grey;Black;Buckle;346.0;124.0;1;1;1;205.0
Chopard;Quartz;;Yellow gold;;;Original box, original papers;;9890.0;Item is in stock;Rectangular;1170.0;;;Silver;;;171.0;211.0;1;0;1;121.0
IWC;Automatic;Ceramic;Rubber;2007.0;Used (Good);Original box, no original papers;Men's watch/Unisex;6995.0;Item is in stock;Circular;830.5300000000001;6.0;Sapphire crystal;Black;Black;Buckle;75.0;66.0;0;1;1;54.0
Yema;Automatic;Steel;Leather;1970.0;Used (Good);No original box, no original papers;Men's watch/Unisex;1199.0;Item is in stock;Circular;480.8125;;Glass;;Brown;Buckle;144.0;69.0;1;1;1;101.0
Edox;Automatic;;;;New;Original box, original papers;Men's watch/Unisex;989.0;Item is in stock;Circular;566.77;30.0;Sapphire crystal;Black;Gold;;376.0;451.0;0;0;1;233.0
Harry Winston;Quartz;Rose gold;Rose gold;2024.0;Like new & unworn;Original box, original papers;Women's watch;31870.0;Item is in stock;Circular;596.9925000000001;3.0;Sapphire crystal;;;Fold clasp;284.0;253.0;1;1;1;212.0
Rolex;Automatic;Steel;Steel;2024.0;New;Original box, original papers;Men's watch/Unisex;11797.0;Item is in stock;Rectangular;1968.0;10.0;Sapphire crystal;Green;Steel;Fold clasp;41.0;58.0;1;1;1;39.0
Breitling;Quartz;Steel;Steel;;Used (Very good);No original box, no original papers;Women's watch;2699.0;Item is in stock;Circular;353.25;;;Gold;Gold;;14.0;220.0;1;1;1;
Roger Dubuis;Automatic;White gold;Leather;2003.0;Used (Very good);Original box, original papers;Women's watch;17395.0;Item is in stock;Circular;453.73;;;;;Buckle;275.0;1140.0;1;0;1;183.0
Chopard;Quartz;White gold;Leather;;Used (Good);Original box, no original papers;;5900.0;Item is in stock;Circular;226.08;;;Mother of pearl;Blue;Buckle;225.0;277.0;0;1;1;181.0
Gevril;Automatic;Steel;Steel;2023.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;790.0;Item is in stock;Rectangular;1496.0;5.0;Sapphire crystal;Blue;Steel;Fold clasp, hidden;;;0;0;0;
Chanel;Quartz;Ceramic;Rubber;;Used (Very good);No original box, no original papers;Women's watch;3999.0;Item needs to be procured;Circular;427.4325;10.0;Sapphire crystal;Black;Black;Fold clasp;516.0;245.0;0;1;1;333.0
Swatch;Quartz;Plastic;Plastic;1994.0;New;Original box, original papers;Men's watch/Unisex;73.0;Item is in stock;;;;;Skeletonized;;;160.0;41.0;1;1;1;115.0
Vulcain;Manual winding;Titanium;Leather;2013.0;Used (Very good);Original papers, no original box;Men's watch/Unisex;2060.0;Item is in stock;;;10.0;Sapphire crystal;Silver;Black;Fold clasp;;;0;0;0;
KHS;Quartz;Steel;Silicon;;New;Original box, original papers;Men's watch/Unisex;162.0;Item is in stock;Circular;1053.1716999999999;10.0;Mineral Glass;Black;Black;Buckle;1610.0;961.0;1;1;1;1189.0
